LGDNG_CD,CTPV_NM,CTGG_NM,ADSTRD_NM,ADSTRD_EN_NM,LGDNG_NM,LGDNG_EN_NM,ADSTRD_CD
2920011900,광주광역시,광산구,운남동,Unnam-dong,신가동,Singa-dong,2920063500
2920012000,광주광역시,광산구,운남동,Unnam-dong,운남동,Unnam-dong,2920063500
2920011400,광주광역시,광산구,수완동,Suwan-dong,수완동,Suwan-dong,2920063700
2920011900,광주광역시,광산구,수완동,Suwan-dong,신가동,Singa-dong,2920063700
2920012300,광주광역시,광산구,수완동,Suwan-dong,장덕동,Jangdeok-dong,2920063700
2920012400,광주광역시,광산구,수완동,Suwan-dong,흑석동,Heukseok-dong,2920063700
2920012100,광주광역시,광산구,하남동,Hanam-dong,안청동,Ancheong-dong,2920064000
2920012200,광주광역시,광산구,하남동,Hanam-dong,진곡동,Jingok-dong,2920064000
2920012300,광주광역시,광산구,하남동,Hanam-dong,장덕동,Jangdeok-dong,2920064000
2920012400,광주광역시,광산구,하남동,Hanam-dong,흑석동,Heukseok-dong,2920064000
2920012500,광주광역시,광산구,하남동,Hanam-dong,하남동,Hanam-dong,2920064000
2920012600,광주광역시,광산구,하남동,Hanam-dong,장수동,Jangsu-dong,2920064000
2920012700,광주광역시,광산구,하남동,Hanam-dong,산정동,Sanjeong-dong,2920064000
2920020200,광주광역시,광산구,하남동,Hanam-dong,오선동,Oseon-dong,2920064000
2920012900,광주광역시,광산구,임곡동,Imgok-dong,등임동,Deungim-dong,2920065000
2920013000,광주광역시,광산구,임곡동,Imgok-dong,산막동,Sanmak-dong,2920065000
2920013100,광주광역시,광산구,임곡동,Imgok-dong,고룡동,Goryong-dong,2920065000
2920013200,광주광역시,광산구,임곡동,Imgok-dong,신룡동,Sillyong-dong,2920065000
2920013300,광주광역시,광산구,임곡동,Imgok-dong,두정동,Dujeong-dong,2920065000
2920013400,광주광역시,광산구,임곡동,Imgok-dong,임곡동,Imgok-dong,2920065000
2920013500,광주광역시,광산구,임곡동,Imgok-dong,광산동,Gwangsan-dong,2920065000
2920013600,광주광역시,광산구,임곡동,Imgok-dong,오산동,Osan-dong,2920065000
2920013700,광주광역시,광산구,임곡동,Imgok-dong,사호동,Saho-dong,2920065000
2920013800,광주광역시,광산구,동곡동,Donggok-dong,하산동,Hasan-dong,2920066000
2920013900,광주광역시,광산구,동곡동,Donggok-dong,유계동,Yugye-dong,2920066000
2920014000,광주광역시,광산구,동곡동,Donggok-dong,본덕동,Bondeok-dong,2920066000
2920014100,광주광역시,광산구,동곡동,Donggok-dong,용봉동,Yongbong-dong,2920066000
2920014200,광주광역시,광산구,동곡동,Donggok-dong,요기동,Yogi-dong,2920066000
2920014300,광주광역시,광산구,동곡동,Donggok-dong,복룡동,Bongnyong-dong,2920066000
2920014400,광주광역시,광산구,동곡동,Donggok-dong,송대동,Songdae-dong,2920066000
2920014500,광주광역시,광산구,평동,Pyeong-dong,옥동,Ok-dong,2920067000
2920014600,광주광역시,광산구,평동,Pyeong-dong,월전동,Woljeon-dong,2920067000
2920014700,광주광역시,광산구,평동,Pyeong-dong,장록동,Jangnok-dong,2920067000
2920014800,광주광역시,광산구,평동,Pyeong-dong,송촌동,Songchon-dong,2920067000
2920014900,광주광역시,광산구,평동,Pyeong-dong,지죽동,Jijuk-dong,2920067000
2920015000,광주광역시,광산구,평동,Pyeong-dong,용동,Yong-dong,2920067000
2920015100,광주광역시,광산구,평동,Pyeong-dong,용곡동,Yonggok-dong,2920067000
2920015200,광주광역시,광산구,평동,Pyeong-dong,지정동,Jijeong-dong,2920067000
2920015300,광주광역시,광산구,평동,Pyeong-dong,명화동,Myeonghwa-dong,2920067000
2920015400,광주광역시,광산구,평동,Pyeong-dong,동산동,Dongsan-dong,2920067000
2920015500,광주광역시,광산구,평동,Pyeong-dong,연산동,Yeonsan-dong,2920067000
2920015600,광주광역시,광산구,삼도동,Samdo-dong,도덕동,Dodeok-dong,2920068000
2920015700,광주광역시,광산구,삼도동,Samdo-dong,송산동,Songsan-dong,2920068000
2920015800,광주광역시,광산구,삼도동,Samdo-dong,지평동,Jipyeong-dong,2920068000
2920015900,광주광역시,광산구,삼도동,Samdo-dong,오운동,Oun-dong,2920068000
2920016000,광주광역시,광산구,삼도동,Samdo-dong,삼거동,Samgeo-dong,2920068000
2920016100,광주광역시,광산구,삼도동,Samdo-dong,양동,Yang-dong,2920068000
2920016200,광주광역시,광산구,삼도동,Samdo-dong,내산동,Naesan-dong,2920068000
2920016300,광주광역시,광산구,삼도동,Samdo-dong,대산동,Daesan-dong,2920068000
2920016400,광주광역시,광산구,삼도동,Samdo-dong,송학동,Songhak-dong,2920068000
2920016500,광주광역시,광산구,삼도동,Samdo-dong,신동,Sin-dong,2920068000
2920016600,광주광역시,광산구,삼도동,Samdo-dong,삼도동,Samdo-dong,2920068000
2920016700,광주광역시,광산구,본량동,Bolyang-dong,남산동,Namsan-dong,2920069000
2920016800,광주광역시,광산구,본량동,Bolyang-dong,송치동,Songchi-dong,2920069000
2920016900,광주광역시,광산구,본량동,Bolyang-dong,산수동,Sansu-dong,2920069000
2920017000,광주광역시,광산구,본량동,Bolyang-dong,선동,Seon-dong,2920069000
2920017100,광주광역시,광산구,본량동,Bolyang-dong,지산동,Jisan-dong,2920069000
2920017200,광주광역시,광산구,본량동,Bolyang-dong,왕동,Wang-dong,2920069000
2920017300,광주광역시,광산구,본량동,Bolyang-dong,북산동,Buksan-dong,2920069000
2920017400,광주광역시,광산구,본량동,Bolyang-dong,명도동,Myeongdo-dong,2920069000
2920017500,광주광역시,광산구,본량동,Bolyang-dong,동호동,Dongho-dong,2920069000
2920017600,광주광역시,광산구,본량동,Bolyang-dong,덕림동,Deongnim-dong,2920069000
2920017700,광주광역시,광산구,본량동,Bolyang-dong,양산동,Yangsan-dong,2920069000
2920017800,광주광역시,광산구,본량동,Bolyang-dong,동림동,Dongnim-dong,2920069000
2920011800,광주광역시,광산구,신창동,Sinchang-dong,신창동,Sinchang-dong,2920070000
3000000000,대전광역시,대전광역시,대전광역시,Daejeon,대전광역시,,3000000000
3011000000,대전광역시,동구,동구,Dong-gu,동구,,3011000000
3011010100,대전광역시,동구,중앙동,Jungang-dong,원동,Won-dong,3011051500
3011011200,대전광역시,동구,중앙동,Jungang-dong,신안동,Sinan-dong,3011051500
3011011300,대전광역시,동구,중앙동,Jungang-dong,소제동,Soje-dong,3011051500
3011011900,대전광역시,동구,중앙동,Jungang-dong,정동,Jeong-dong,3011051500
3011012000,대전광역시,동구,중앙동,Jungang-dong,중동,Jung-dong,3011051500
3011010300,대전광역시,동구,효동,Hyo-dong,효동,Hyo-dong,3011053000
3011010400,대전광역시,동구,효동,Hyo-dong,천동,Cheon-dong,3011053000
3011010500,대전광역시,동구,효동,Hyo-dong,가오동,Gao-dong,3011053000
3011010200,대전광역시,동구,신인동,Sinin-dong,인동,In-dong,3011054500
3011010600,대전광역시,동구,신인동,Sinin-dong,신흥동,Sinheung-dong,3011054500
3011010700,대전광역시,동구,판암1동,Panam 1(il)-dong,판암동,Panam-dong,3011055100
3011010800,대전광역시,동구,판암1동,Panam 1(il)-dong,삼정동,Samjeong-dong,3011055100
3011010700,대전광역시,동구,판암2동,Panam 2(i)-dong,판암동,Panam-dong,3011055200
3011010900,대전광역시,동구,용운동,Yongun-dong,용운동,Yongun-dong,3011056000
3011011000,대전광역시,동구,대동,Dae-dong,대동,Dae-dong,3011058500
3011011100,대전광역시,동구,자양동,Jayang-dong,자양동,Jayang-dong,3011059000
3011011400,대전광역시,동구,가양1동,Gayang 1(il)-dong,가양동,Gayang-dong,3011062000
3011011400,대전광역시,동구,가양2동,Gayang 2(i)-dong,가양동,Gayang-dong,3011063000
3011011500,대전광역시,동구,용전동,Yongjeon-dong,용전동,Yongjeon-dong,3011064000
3011011600,대전광역시,동구,성남동,Seongnam-dong,성남동,Seongnam-dong,3011066500
3011011700,대전광역시,동구,홍도동,Hongdo-dong,홍도동,Hongdo-dong,3011067000
3011011800,대전광역시,동구,삼성동,Samseong-dong,삼성동,Samseong-dong,3011069500
3011012100,대전광역시,동구,대청동,Daecheong-dong,추동,Chu-dong,3011072500
3011012200,대전광역시,동구,대청동,Daecheong-dong,비룡동,Biryong-dong,3011072500
3011012300,대전광역시,동구,대청동,Daecheong-dong,주산동,Jusan-dong,3011072500
3011012400,대전광역시,동구,대청동,Daecheong-dong,용계동,,3011072500
3011012500,대전광역시,동구,대청동,Daecheong-dong,마산동,Masan-dong,3011072500
3011012600,대전광역시,동구,대청동,Daecheong-dong,효평동,Hyopyeong-dong,3011072500
3011012700,대전광역시,동구,대청동,Daecheong-dong,직동,Jik-dong,3011072500
3011012800,대전광역시,동구,대청동,Daecheong-dong,세천동,Secheon-dong,3011072500
3011012900,대전광역시,동구,대청동,Daecheong-dong,신상동,Sinsang-dong,3011072500
3011013000,대전광역시,동구,대청동,Daecheong-dong,신하동,Sinha-dong,3011072500
3011013100,대전광역시,동구,대청동,Daecheong-dong,신촌동,Sinchon-dong,3011072500
3011013200,대전광역시,동구,대청동,Daecheong-dong,사성동,Saseong-dong,3011072500
3011013300,대전광역시,동구,대청동,Daecheong-dong,내탑동,Naetap-dong,3011072500
3011013400,대전광역시,동구,대청동,Daecheong-dong,오동,O-dong,3011072500
3011013500,대전광역시,동구,대청동,Daecheong-dong,주촌동,Juchon-dong,3011072500
3011013600,대전광역시,동구,산내동,Sannae-dong,낭월동,Nangwol-dong,3011074000
3011013700,대전광역시,동구,산내동,Sannae-dong,대별동,Daebyeol-dong,3011074000
3011013800,대전광역시,동구,산내동,Sannae-dong,이사동,Isa-dong,3011074000
3011013900,대전광역시,동구,산내동,Sannae-dong,대성동,Daeseong-dong,3011074000
3011014000,대전광역시,동구,산내동,Sannae-dong,장척동,Jangcheok-dong,3011074000
3011014100,대전광역시,동구,산내동,Sannae-dong,소호동,Soho-dong,3011074000
3011014200,대전광역시,동구,산내동,Sannae-dong,구도동,Gudo-dong,3011074000
3011014300,대전광역시,동구,산내동,Sannae-dong,삼괴동,Samgoe-dong,3011074000
3011014400,대전광역시,동구,산내동,Sannae-dong,상소동,Sangso-dong,3011074000
3011014500,대전광역시,동구,산내동,Sannae-dong,하소동,Haso-dong,3011074000
3014000000,대전광역시,중구,중구,Jung-gu,중구,,3014000000
3014010100,대전광역시,중구,은행선화동,Eunhaengseonhwa-dong,은행동,Eunhaeng-dong,3014053500
3014010200,대전광역시,중구,은행선화동,Eunhaengseonhwa-dong,선화동,Seonhwa-dong,3014053500
3014010300,대전광역시,중구,목동,Mok-dong,목동,Mok-dong,3014055000
3014010400,대전광역시,중구,중촌동,Jungchon-dong,중촌동,Jungchon-dong,3014056000
3014010500,대전광역시,중구,대흥동,Daeheung-dong,대흥동,Daeheung-dong,3014057500
3014010600,대전광역시,중구,문창동,Munchang-dong,문창동,Munchang-dong,3014060500
3014010700,대전광역시,중구,석교동,Seokgyo-dong,석교동,Seokgyo-dong,3014062000
3014010800,대전광역시,중구,석교동,Seokgyo-dong,호동,Ho-dong,3014062000
3014010900,대전광역시,중구,석교동,Seokgyo-dong,옥계동,Okgye-dong,3014062000
3014011000,대전광역시,중구,대사동,Daesa-dong,대사동,Daesa-dong,3014063000
3014011100,대전광역시,중구,부사동,Busa-dong,부사동,Busa-dong,3014064000
3014011200,대전광역시,중구,용두동,Yongdu-dong,용두동,Yongdu-dong,3014065500
3014011300,대전광역시,중구,오류동,Oryu-dong,오류동,Oryu-dong,3014067000
3014011400,대전광역시,중구,태평1동,Taepyeong 1(il)-dong,태평동,Taepyeong-dong,3014068000
3014011400,대전광역시,중구,태평2동,Taepyeong 2(i)-dong,태평동,Taepyeong-dong,3014069000
3014011500,대전광역시,중구,유천1동,Yucheon 1(il)-dong,유천동,Yucheon-dong,3014070000
3014011500,대전광역시,중구,유천2동,Yucheon 2(i)-dong,유천동,Yucheon-dong,3014071000
3014011600,대전광역시,중구,문화1동,Munhwa 1(il)-dong,문화동,Munhwa-dong,3014072000
3014011600,대전광역시,중구,문화2동,Munhwa 2(i)-dong,문화동,Munhwa-dong,3014073000
3014011700,대전광역시,중구,산성동,Sanseong-dong,산성동,Sanseong-dong,3014074000
3014011800,대전광역시,중구,산성동,Sanseong-dong,사정동,Sajeong-dong,3014074000
3014011900,대전광역시,중구,산성동,Sanseong-dong,안영동,Anyeong-dong,3014074000
3014012000,대전광역시,중구,산성동,Sanseong-dong,무수동,Musu-dong,3014074000
3014012100,대전광역시,중구,산성동,Sanseong-dong,구완동,Guwan-dong,3014074000
3014012200,대전광역시,중구,산성동,Sanseong-dong,침산동,Chimsan-dong,3014074000
3014012300,대전광역시,중구,산성동,Sanseong-dong,목달동,Mokdal-dong,3014074000
3014012400,대전광역시,중구,산성동,Sanseong-dong,정생동,Jeongsaeng-dong,3014074000
3014012500,대전광역시,중구,산성동,Sanseong-dong,어남동,Eonam-dong,3014074000
3014012600,대전광역시,중구,산성동,Sanseong-dong,금동,Geum-dong,3014074000
3017000000,대전광역시,서구,서구,Seo-gu,서구,,3017000000
3017010100,대전광역시,서구,복수동,Boksu-dong,복수동,Boksu-dong,3017051000
3017010300,대전광역시,서구,도마1동,Doma 1(il)-dong,도마동,Doma-dong,3017052000
3017010300,대전광역시,서구,도마2동,Doma 2(i)-dong,도마동,Doma-dong,3017053000
3017010400,대전광역시,서구,정림동,Jeongnim-dong,정림동,Jeongnim-dong,3017053500
3017012700,대전광역시,서구,정림동,Jeongnim-dong,괴곡동,Goegok-dong,3017053500
3017010200,대전광역시,서구,변동,Byeon-dong,변동,Byeon-dong,3017054000
3017010500,대전광역시,서구,용문동,Yongmun-dong,용문동,Yongmun-dong,3017055000
3017010600,대전광역시,서구,탄방동,Tanbang-dong,탄방동,Tanbang-dong,3017055500
3017010800,대전광역시,서구,괴정동,Goejeong-dong,괴정동,Goejeong-dong,3017056000
3017010900,대전광역시,서구,가장동,Gajang-dong,가장동,Gajang-dong,3017057000
3017011000,대전광역시,서구,내동,Nae-dong,내동,Nae-dong,3017057500
3017011100,대전광역시,서구,갈마1동,Galma 1(il)-dong,갈마동,Galma-dong,3017058100
3017011100,대전광역시,서구,갈마2동,Galma 2(i)-dong,갈마동,Galma-dong,3017058200
3017011300,대전광역시,서구,월평1동,Wolpyeong 1(il)-dong,월평동,Wolpyeong-dong,3017058600
3017011300,대전광역시,서구,월평2동,Wolpyeong 2(i)-dong,월평동,Wolpyeong-dong,3017058700
3017011300,대전광역시,서구,월평3동,Wolpyeong 3(sam)-dong,월평동,Wolpyeong-dong,3017058800
3017011400,대전광역시,서구,가수원동,Gasuwon-dong,가수원동,Gasuwon-dong,3017059000
3017011500,대전광역시,서구,가수원동,Gasuwon-dong,도안동,Doan-dong,3017059000
3017012700,대전광역시,서구,가수원동,Gasuwon-dong,괴곡동,Goegok-dong,3017059000
3017011600,대전광역시,서구,관저1동,Gwanjeo 1(il)-dong,관저동,Gwanjeo-dong,3017059600
3017011600,대전광역시,서구,관저2동,Gwanjeo 2(i)-dong,관저동,Gwanjeo-dong,3017059700
3017011700,대전광역시,서구,기성동,Giseong-dong,흑석동,Heukseok-dong,3017060000
3017011800,대전광역시,서구,기성동,Giseong-dong,매노동,Maeno-dong,3017060000
3017011900,대전광역시,서구,기성동,Giseong-dong,산직동,Sanjik-dong,3017060000
3017012000,대전광역시,서구,기성동,Giseong-dong,장안동,Jangan-dong,3017060000
3017012100,대전광역시,서구,기성동,Giseong-dong,평촌동,Pyeongchon-dong,3017060000
3017012200,대전광역시,서구,기성동,Giseong-dong,오동,O-dong,3017060000
3017012300,대전광역시,서구,기성동,Giseong-dong,우명동,Umyeong-dong,3017060000
3017012400,대전광역시,서구,기성동,Giseong-dong,원정동,Wonjeong-dong,3017060000
3017012500,대전광역시,서구,기성동,Giseong-dong,용촌동,Yongchon-dong,3017060000
3017012600,대전광역시,서구,기성동,Giseong-dong,봉곡동,Bonggok-dong,3017060000
3017011200,대전광역시,서구,둔산1동,Dunsan 1(il)-dong,둔산동,Dunsan-dong,3017063000
3017011200,대전광역시,서구,둔산2동,Dunsan 2(i)-dong,둔산동,Dunsan-dong,3017064000
3017012800,대전광역시,서구,만년동,Mannyeon-dong,만년동,Mannyeon-dong,3017065000
3017011200,대전광역시,서구,둔산3동,Dunsan 3(sam)-dong,둔산동,Dunsan-dong,3017066000
3020000000,대전광역시,유성구,유성구,Yuseong-gu,유성구,,3020000000
3020010100,대전광역시,유성구,진잠동,Jinjam-dong,원내동,Wonnae-dong,3020052000
3020010200,대전광역시,유성구,진잠동,Jinjam-dong,교촌동,Gyochon-dong,3020052000
3020010300,대전광역시,유성구,진잠동,Jinjam-dong,대정동,Daejeong-dong,3020052000
3020010400,대전광역시,유성구,진잠동,Jinjam-dong,용계동,Yonggye-dong,3020052000
3020010700,대전광역시,유성구,진잠동,Jinjam-dong,성북동,Seongbuk-dong,3020052000
3020010800,대전광역시,유성구,진잠동,Jinjam-dong,세동,Se-dong,3020052000
3020010900,대전광역시,유성구,진잠동,Jinjam-dong,송정동,Songjeong-dong,3020052000
3020011000,대전광역시,유성구,진잠동,Jinjam-dong,방동,Bang-dong,3020052000
3020010500,대전광역시,유성구,학하동,,학하동,Hakha-dong,3020052600
3020010600,대전광역시,유성구,학하동,,계산동,Gyesan-dong,3020052600
3020011300,대전광역시,유성구,학하동,,덕명동,Deongmyeong-dong,3020052600
3020011600,대전광역시,유성구,학하동,,복용동,Bogyong-dong,3020052600
3020011500,대전광역시,유성구,상대동,,상대동,Sangdae-dong,3020052700
3020011600,대전광역시,유성구,상대동,,복용동,Bogyong-dong,3020052700
3020011100,대전광역시,유성구,온천1동,Oncheon 1(il)-dong,봉명동,Bongmyeong-dong,3020053000
3020011200,대전광역시,유성구,온천1동,Oncheon 1(il)-dong,구암동,Guam-dong,3020053000
3020011700,대전광역시,유성구,온천2동,Oncheon 2(i)-dong,장대동,Jangdae-dong,3020054000
3020011900,대전광역시,유성구,온천2동,Oncheon 2(i)-dong,노은동,Noeun-dong,3020054000
3020012100,대전광역시,유성구,온천2동,Oncheon 2(i)-dong,죽동,Juk-dong,3020054000
3020012200,대전광역시,유성구,온천2동,Oncheon 2(i)-dong,궁동,Gung-dong,3020054000
3020012300,대전광역시,유성구,온천2동,Oncheon 2(i)-dong,어은동,Eoeun-dong,3020054000
3020012400,대전광역시,유성구,온천2동,Oncheon 2(i)-dong,구성동,Guseong-dong,3020054000
3020011700,대전광역시,유성구,노은1동,Noeun 1(il)-dong,장대동,Jangdae-dong,3020054600
3020011800,대전광역시,유성구,노은1동,Noeun 1(il)-dong,갑동,Gap-dong,3020054600
3020011900,대전광역시,유성구,노은1동,Noeun 1(il)-dong,노은동,Noeun-dong,3020054600
3020012000,대전광역시,유성구,노은1동,Noeun 1(il)-dong,지족동,Jijok-dong,3020054600
3020012100,대전광역시,유성구,노은1동,Noeun 1(il)-dong,죽동,Juk-dong,3020054600
3020012000,대전광역시,유성구,노은2동,Noeun 2(i)-dong,지족동,Jijok-dong,3020054700
3020012100,대전광역시,유성구,노은2동,Noeun 2(i)-dong,죽동,Juk-dong,3020054700
3020013200,대전광역시,유성구,노은2동,Noeun 2(i)-dong,하기동,Hagi-dong,3020054700
3020013600,대전광역시,유성구,노은2동,Noeun 2(i)-dong,수남동,Sunam-dong,3020054700
3020013700,대전광역시,유성구,노은2동,Noeun 2(i)-dong,안산동,Ansan-dong,3020054700
3020013800,대전광역시,유성구,노은2동,Noeun 2(i)-dong,외삼동,Oesam-dong,3020054700
3020013900,대전광역시,유성구,노은2동,Noeun 2(i)-dong,반석동,Banseok-dong,3020054700
3020012000,대전광역시,유성구,노은3동,Noeun 3(sam)-dong,지족동,Jijok-dong,3020054800
3020013900,대전광역시,유성구,노은3동,Noeun 3(sam)-dong,반석동,Banseok-dong,3020054800
3020012500,대전광역시,유성구,신성동,Sinseong-dong,신성동,Sinseong-dong,3020055000
3020012600,대전광역시,유성구,신성동,Sinseong-dong,가정동,Gajeong-dong,3020055000
3020012700,대전광역시,유성구,신성동,Sinseong-dong,도룡동,Doryong-dong,3020055000
3020012800,대전광역시,유성구,신성동,Sinseong-dong,장동,Jang-dong,3020055000
3020012900,대전광역시,유성구,신성동,Sinseong-dong,방현동,Banghyeon-dong,3020055000
3020013000,대전광역시,유성구,신성동,Sinseong-dong,화암동,Hwaam-dong,3020055000
3020013100,대전광역시,유성구,신성동,Sinseong-dong,덕진동,Deokjin-dong,3020055000
3020013200,대전광역시,유성구,신성동,Sinseong-dong,하기동,Hagi-dong,3020055000
3020013300,대전광역시,유성구,신성동,Sinseong-dong,추목동,Chumok-dong,3020055000
3020013400,대전광역시,유성구,신성동,Sinseong-dong,자운동,Jaun-dong,3020055000
3020013500,대전광역시,유성구,신성동,Sinseong-dong,신봉동,Sinbong-dong,3020055000
3020014000,대전광역시,유성구,전민동,Jeonmin-dong,문지동,Munji-dong,3020057000
3020014100,대전광역시,유성구,전민동,Jeonmin-dong,전민동,Jeonmin-dong,3020057000
3020014200,대전광역시,유성구,전민동,Jeonmin-dong,원촌동,Wonchon-dong,3020057000
3020014500,대전광역시,유성구,구즉동,Gujeuk-dong,봉산동,Bongsan-dong,3020058000
3020014700,대전광역시,유성구,구즉동,Gujeuk-dong,송강동,Songgang-dong,3020058000
3020014800,대전광역시,유성구,구즉동,Gujeuk-dong,금고동,Geumgo-dong,3020058000
3020014900,대전광역시,유성구,구즉동,Gujeuk-dong,대동,Dae-dong,3020058000
3020015000,대전광역시,유성구,구즉동,Gujeuk-dong,금탄동,Geumtan-dong,3020058000
3020015100,대전광역시,유성구,구즉동,Gujeuk-dong,신동,Sin-dong,3020058000
3020015200,대전광역시,유성구,구즉동,Gujeuk-dong,둔곡동,Dungok-dong,3020058000
3020015300,대전광역시,유성구,구즉동,Gujeuk-dong,구룡동,Guryong-dong,3020058000
3020014300,대전광역시,유성구,관평동,Gwanpyeong-dong,탑립동,Tamnip-dong,3020060000
3020014400,대전광역시,유성구,관평동,Gwanpyeong-dong,용산동,Yongsan-dong,3020060000
3020014600,대전광역시,유성구,관평동,Gwanpyeong-dong,관평동,Gwanpyeong-dong,3020060000
3020011100,대전광역시,유성구,원신흥동,Wonsinheung-dong,봉명동,Bongmyeong-dong,3020061000
3020011400,대전광역시,유성구,원신흥동,Wonsinheung-dong,원신흥동,Wonsinheung-dong,3020061000
3023000000,대전광역시,대덕구,대덕구,Daedeok-gu,대덕구,,3023000000
3023010100,대전광역시,대덕구,오정동,Ojeong-dong,오정동,Ojeong-dong,3023051000
3023010200,대전광역시,대덕구,대화동,Daehwa-dong,대화동,Daehwa-dong,3023052000
3023010300,대전광역시,대덕구,회덕동,Hoedeok-dong,읍내동,Eumnae-dong,3023052500
3023010400,대전광역시,대덕구,회덕동,Hoedeok-dong,연축동,Yeonchuk-dong,3023052500
3023010500,대전광역시,대덕구,회덕동,Hoedeok-dong,신대동,Sindae-dong,3023052500
3023010600,대전광역시,대덕구,회덕동,Hoedeok-dong,와동,Wa-dong,3023052500
3023011800,대전광역시,대덕구,회덕동,Hoedeok-dong,장동,Jang-dong,3023052500
3023011000,대전광역시,대덕구,비래동,Birae-dong,비래동,Birae-dong,3023053300
3023010700,대전광역시,대덕구,송촌동,Songchon-dong,송촌동,Songchon-dong,3023054300
3023010900,대전광역시,대덕구,중리동,Jungni-dong,중리동,Jungni-dong,3023054600
3023011900,대전광역시,대덕구,신탄진동,Sintanjin-dong,용호동,Yongho-dong,3023055000
3023012000,대전광역시,대덕구,신탄진동,Sintanjin-dong,이현동,Ihyeon-dong,3023055000
3023012100,대전광역시,대덕구,신탄진동,Sintanjin-dong,갈전동,Galjeon-dong,3023055000
3023012200,대전광역시,대덕구,신탄진동,Sintanjin-dong,부수동,,3023055000
3023012300,대전광역시,대덕구,신탄진동,Sintanjin-dong,황호동,,3023055000
3023012400,대전광역시,대덕구,신탄진동,Sintanjin-dong,삼정동,Samjeong-dong,3023055000
3023012500,대전광역시,대덕구,신탄진동,Sintanjin-dong,미호동,Miho-dong,3023055000
3023012600,대전광역시,대덕구,신탄진동,Sintanjin-dong,신탄진동,Sintanjin-dong,3023055000
3023011100,대전광역시,대덕구,석봉동,Seokbong-dong,석봉동,Seokbong-dong,3023056000
3023011500,대전광역시,대덕구,덕암동,Deogam-dong,덕암동,Deogam-dong,3023057000
3023011600,대전광역시,대덕구,덕암동,Deogam-dong,상서동,Sangseo-dong,3023057000
3023011700,대전광역시,대덕구,덕암동,Deogam-dong,평촌동,Pyeongchon-dong,3023057000
3023011200,대전광역시,대덕구,목상동,Moksang-dong,목상동,Moksang-dong,3023058000
3023011300,대전광역시,대덕구,목상동,Moksang-dong,문평동,Munpyeong-dong,3023058000
3023011400,대전광역시,대덕구,목상동,Moksang-dong,신일동,Sinil-dong,3023058000
3023010800,대전광역시,대덕구,법1동,Beop 1(il)-dong,법동,Beop-dong,3023060000
3023010800,대전광역시,대덕구,법2동,Beop 2(i)-dong,법동,Beop-dong,3023061000
3100000000,울산광역시,울산광역시,울산광역시,Ulsan,울산광역시,,3100000000
3111000000,울산광역시,중구,중구,Jung-gu,중구,,3111000000
3111010100,울산광역시,중구,학성동,Hakseong-dong,학성동,Hakseong-dong,3111051000
3111011800,울산광역시,중구,반구1동,Bangu 1(il)-dong,반구동,Bangu-dong,3111052000
3111011800,울산광역시,중구,반구2동,Bangu 2(i)-dong,반구동,Bangu-dong,3111053000
3111010300,울산광역시,중구,복산1동,Boksan 1(il)-dong,복산동,Boksan-dong,3111054000
3111010300,울산광역시,중구,복산2동,Boksan 2(i)-dong,복산동,Boksan-dong,3111055000
3111010200,울산광역시,중구,중앙동,Jungang-dong,학산동,Haksan-dong,3111058500
3111010400,울산광역시,중구,중앙동,Jungang-dong,북정동,Bukjeong-dong,3111058500
3111010500,울산광역시,중구,중앙동,Jungang-dong,옥교동,Okgyo-dong,3111058500
3111010600,울산광역시,중구,중앙동,Jungang-dong,성남동,Seongnam-dong,3111058500
3111010700,울산광역시,중구,중앙동,Jungang-dong,교동,Gyo-dong,3111058500
3111010800,울산광역시,중구,우정동,Ujeong-dong,우정동,Ujeong-dong,3111059000
3111011000,울산광역시,중구,태화동,Taehwa-dong,유곡동,Yugok-dong,3111060000
3111011100,울산광역시,중구,태화동,Taehwa-dong,태화동,Taehwa-dong,3111060000
3111011100,울산광역시,중구,다운동,Daun-dong,태화동,Taehwa-dong,3111061000
3111011200,울산광역시,중구,다운동,Daun-dong,다운동,Daun-dong,3111061000
3111011500,울산광역시,중구,병영1동,Byeongyeong 1(il)-dong,남외동,Namoe-dong,3111062000
3111011300,울산광역시,중구,병영2동,Byeongyeong 2(i)-dong,동동,Dong-dong,3111063000
3111011400,울산광역시,중구,병영2동,Byeongyeong 2(i)-dong,서동,Seo-dong,3111063000
3111011600,울산광역시,중구,병영2동,Byeongyeong 2(i)-dong,장현동,Janghyeon-dong,3111063000
3111011700,울산광역시,중구,약사동,Yaksa-dong,약사동,Yaksa-dong,3111064000
3111010700,울산광역시,중구,성안동,Seongan-dong,교동,Gyo-dong,3111065000
3111010900,울산광역시,중구,성안동,Seongan-dong,성안동,Seongan-dong,3111065000
3114000000,울산광역시,남구,남구,Nam-gu,남구,,3114000000
3114010400,울산광역시,남구,신정1동,Sinjeong 1(il)-dong,신정동,Sinjeong-dong,3114051000
3114010400,울산광역시,남구,신정2동,Sinjeong 2(i)-dong,신정동,Sinjeong-dong,3114052000
3114010400,울산광역시,남구,신정3동,Sinjeong 3(sam)-dong,신정동,Sinjeong-dong,3114053000
3114010400,울산광역시,남구,신정4동,Sinjeong 4(sa)-dong,신정동,Sinjeong-dong,3114054000
3114010400,울산광역시,남구,신정5동,Sinjeong 5(o)-dong,신정동,Sinjeong-dong,3114055000
